Estado,Período,Sorotipo,Casos,Ano
Distrito Federal,2016-06,Sem informacao,1092,2016-06
Goiás,2016-06,2.0,2,2016-06
Pará,2016-06,Sem informacao,921,2016-06
Bahia,2016-06,Sem informacao,2106,2016-06
Goiás,2016-06,1.0,10,2016-06
Rio Grande do Norte,2016-06,Sem informacao,3181,2016-06
Espírito Santo,2016-06,Sem informacao,964,2016-06
Piauí,2016-06,Sem informacao,980,2016-06
Piauí,2016-06,1.0,2,2016-06
Maranhão,2016-06,Sem informacao,1091,2016-06
Ceará,2016-06,Sem informacao,15459,2016-06
Ceará,2016-06,1.0,2,2016-06
Tocantins,2016-06,Sem informacao,769,2016-06
Distrito Federal,2016-06,1.0,5,2016-06
Roraima,2016-06,Sem informacao,168,2016-06
Alagoas,2016-06,Sem informacao,1634,2016-06
Alagoas,2016-06,1.0,1,2016-06
Amazonas,2016-06,Sem informacao,1326,2016-06
Acre,2016-06,Sem informacao,362,2016-06
Mato Grosso do Sul,2016-06,Sem informacao,441,2016-06
Sergipe,2016-06,Sem informacao,271,2016-06
Amazonas,2016-06,4.0,2,2016-06
Paraná,2016-06,Sem informacao,1619,2016-06
Distrito Federal,2016-06,2.0,2,2016-06
Paraná,2016-06,1.0,4,2016-06
Amapá,2016-06,Sem informacao,251,2016-06
Pernambuco,2016-06,1.0,1,2016-06
Rio Grande do Sul,2016-06,Sem informacao,93,2016-06
Amazonas,2016-06,3.0,3,2016-06
Goiás,2016-06,Sem informacao,5384,2016-06
Pernambuco,2016-06,Sem informacao,3387,2016-06
Goiás,2016-07,Sem informacao,2236,2016-06
Roraima,2016-07,Sem informacao,409,2016-06
Santa Catarina,2016-07,Sem informacao,131,2016-06
Alagoas,2016-07,Sem informacao,1103,2016-06
Goiás,2016-07,1.0,4,2016-06
Ceará,2016-07,1.0,1,2016-06
Ceará,2016-07,Sem informacao,8770,2016-06
Amapá,2016-07,Sem informacao,228,2016-06
São Paulo,2016-07,Sem informacao,4309,2016-06
Espírito Santo,2016-07,1.0,1,2016-06
Espírito Santo,2016-07,Sem informacao,658,2016-06
Rio de Janeiro,2016-07,4.0,3,2016-06
Rio Grande do Norte,2016-07,1.0,1,2016-06
Rio Grande do Norte,2016-07,Sem informacao,1695,2016-06
Minas Gerais,2016-07,1.0,1,2016-06
Minas Gerais,2016-07,Sem informacao,2683,2016-06
Pernambuco,2016-07,Sem informacao,2105,2016-06
Pará,2016-07,1.0,1,2016-06
Pará,2016-07,Sem informacao,656,2016-06
Amazonas,2016-07,Sem informacao,798,2016-06
Amazonas,2016-07,4.0,1,2016-06
Rio Grande do Sul,2016-07,Sem informacao,83,2016-06
Rio de Janeiro,2016-07,Sem informacao,2694,2016-06
Mato Grosso do Sul,2016-07,Sem informacao,217,2016-06
Distrito Federal,2016-07,1.0,1,2016-06
Acre,2016-07,Sem informacao,192,2016-06
Paraíba,2016-07,1.0,7,2016-06
Piauí,2016-07,Sem informacao,416,2016-06
Paraíba,2016-07,Sem informacao,1461,2016-06
Paraná,2016-07,Sem informacao,1287,2016-06
Paraná,2016-07,1.0,4,2016-06
Maranhão,2016-07,Sem informacao,767,2016-06
Distrito Federal,2016-07,Sem informacao,469,2016-06
Distrito Federal,2016-07,2.0,1,2016-06
Tocantins,2016-07,Sem informacao,314,2016-06
Rondônia,2016-07,Sem informacao,339,2016-06
Mato Grosso,2016-07,Sem informacao,285,2016-06
Sergipe,2016-07,Sem informacao,256,2016-06
Bahia,2016-07,Sem informacao,1224,2016-06
Bahia,2016-08,1.0,1,2016-06
Distrito Federal,2016-08,Sem informacao,234,2016-06
Ceará,2016-08,1.0,2,2016-06
Ceará,2016-08,Sem informacao,5077,2016-06
Minas Gerais,2016-08,Sem informacao,2032,2016-06
Rio Grande do Norte,2016-08,Sem informacao,968,2016-06
Minas Gerais,2016-08,1.0,3,2016-06
Paraíba,2016-08,Sem informacao,457,2016-06
Amapá,2016-08,Sem informacao,354,2016-06
Maranhão,2016-08,Sem informacao,609,2016-06
São Paulo,2016-08,Sem informacao,3984,2016-06
Rio Grande do Sul,2016-08,Sem informacao,123,2016-06
Paraná,2016-08,Sem informacao,1432,2016-06
Rondônia,2016-08,Sem informacao,162,2016-06
Mato Grosso,2016-08,Sem informacao,353,2016-06
Rio Grande do Norte,2016-08,1.0,1,2016-06
Pernambuco,2016-08,Sem informacao,1938,2016-06
Goiás,2016-08,Sem informacao,1970,2016-06
Rondônia,2016-08,1.0,1,2016-06
Pará,2016-08,1.0,1,2016-06
Rio de Janeiro,2016-08,Sem informacao,1329,2016-06
Rio de Janeiro,2016-08,4.0,1,2016-06
Acre,2016-08,Sem informacao,162,2016-06
Piauí,2016-08,Sem informacao,298,2016-06
Mato Grosso do Sul,2016-08,Sem informacao,252,2016-06
Piauí,2016-08,1.0,1,2016-06
Espírito Santo,2016-08,Sem informacao,566,2016-06
Pará,2016-08,Sem informacao,609,2016-06
Amazonas,2016-08,Sem informacao,577,2016-06
Roraima,2016-08,Sem informacao,453,2016-06
Sergipe,2016-08,Sem informacao,376,2016-06
Bahia,2016-08,Sem informacao,962,2016-06
Tocantins,2016-08,Sem informacao,247,2016-06
Santa Catarina,2016-08,Sem informacao,150,2016-06
Alagoas,2016-08,Sem informacao,768,2016-06
Paraná,2016-09,Sem informacao,1587,2016-06
Paraná,2016-09,1.0,1,2016-06
Mato Grosso do Sul,2016-09,Sem informacao,263,2016-06
Ceará,2016-09,Sem informacao,2779,2016-06
Distrito Federal,2016-09,1.0,1,2016-06
Minas Gerais,2016-09,Sem informacao,1854,2016-06
Maranhão,2016-09,Sem informacao,203,2016-06
Amapá,2016-09,Sem informacao,205,2016-06
Tocantins,2016-09,Sem informacao,142,2016-06
Alagoas,2016-09,Sem informacao,425,2016-06
Roraima,2016-09,Sem informacao,187,2016-06
Goiás,2016-09,Sem informacao,2131,2016-06
Distrito Federal,2016-09,2.0,1,2016-06
Distrito Federal,2016-09,Sem informacao,151,2016-06
Minas Gerais,2016-09,1.0,1,2016-06
Rondônia,2016-09,Sem informacao,141,2016-06
Acre,2016-09,Sem informacao,121,2016-06
Sergipe,2016-09,Sem informacao,183,2016-06
Mato Grosso,2016-09,Sem informacao,335,2016-06
Rio de Janeiro,2016-09,1.0,1,2016-06
Rio de Janeiro,2016-09,4.0,3,2016-06
Rio de Janeiro,2016-09,Sem informacao,808,2016-06
São Paulo,2016-09,Sem informacao,4390,2016-06
São Paulo,2016-09,1.0,1,2016-06
Rio Grande do Sul,2016-09,Sem informacao,71,2016-06
Bahia,2016-09,Sem informacao,787,2016-06
Piauí,2016-09,Sem informacao,145,2016-06
Rio Grande do Norte,2016-09,Sem informacao,456,2016-06
Espírito Santo,2016-09,Sem informacao,524,2016-06
Pernambuco,2016-09,Sem informacao,1297,2016-06
Paraíba,2016-09,Sem informacao,221,2016-06
Santa Catarina,2016-09,Sem informacao,162,2016-06
Piauí,2016-09,1.0,2,2016-06
Amazonas,2016-09,Sem informacao,380,2016-06
Pará,2016-09,Sem informacao,463,2016-06
Goiás,2016-10,Sem informacao,2654,2016-06
Amazonas,2016-10,Sem informacao,338,2016-06
Bahia,2016-10,Sem informacao,1053,2016-06
Roraima,2016-10,Sem informacao,111,2016-06
Goiás,2016-10,4.0,1,2016-06
Bahia,2016-10,1.0,2,2016-06
Mato Grosso,2016-10,1.0,1,2016-06
Distrito Federal,2016-10,2.0,1,2016-06
Distrito Federal,2016-10,Sem informacao,168,2016-06
Pernambuco,2016-10,Sem informacao,904,2016-06
Minas Gerais,2016-10,1.0,1,2016-06
Minas Gerais,2016-10,Sem informacao,2354,2016-06
Piauí,2016-10,Sem informacao,121,2016-06
Rondônia,2016-10,Sem informacao,158,2016-06
São Paulo,2016-10,Sem informacao,6337,2016-06
São Paulo,2016-10,1.0,1,2016-06
Pará,2016-10,Sem informacao,438,2016-06
Distrito Federal,2016-10,1.0,1,2016-06
Rio de Janeiro,2016-10,Sem informacao,745,2016-06
Alagoas,2016-10,Sem informacao,251,2016-06
Rio Grande do Sul,2016-10,Sem informacao,127,2016-06
Maranhão,2016-10,Sem informacao,137,2016-06
Paraná,2016-10,Sem informacao,2400,2016-06
Amapá,2016-10,Sem informacao,164,2016-06
Paraíba,2016-10,Sem informacao,336,2016-06
Ceará,2016-10,Sem informacao,2193,2016-06
Mato Grosso do Sul,2016-10,Sem informacao,269,2016-06
Rio Grande do Norte,2016-10,Sem informacao,259,2016-06
Ceará,2016-10,1.0,1,2016-06
Paraná,2016-10,1.0,1,2016-06
Mato Grosso,2016-10,Sem informacao,413,2016-06
Acre,2016-10,Sem informacao,125,2016-06
Tocantins,2016-10,Sem informacao,190,2016-06
Santa Catarina,2016-10,Sem informacao,171,2016-06
Sergipe,2016-10,Sem informacao,172,2016-06
Espírito Santo,2016-10,Sem informacao,518,2016-06
São Paulo,2016-11,1.0,7,2016-06
Rondônia,2016-11,Sem informacao,382,2016-06
Pará,2016-11,Sem informacao,504,2016-06
Paraná,2016-11,Sem informacao,3050,2016-06
São Paulo,2016-11,Sem informacao,8912,2016-06
Pernambuco,2016-11,Sem informacao,873,2016-06
Alagoas,2016-11,Sem informacao,156,2016-06
Rio Grande do Sul,2016-11,Sem informacao,176,2016-06
Distrito Federal,2016-11,Sem informacao,209,2016-06
Amapá,2016-11,Sem informacao,137,2016-06
Ceará,2016-11,Sem informacao,2636,2016-06
Bahia,2016-11,Sem informacao,1172,2016-06
Amazonas,2016-11,Sem informacao,472,2016-06
Rio Grande do Norte,2016-11,Sem informacao,262,2016-06
Tocantins,2016-11,Sem informacao,341,2016-06
Goiás,2016-11,3.0,1,2016-06
Goiás,2016-11,4.0,1,2016-06
Espírito Santo,2016-11,Sem informacao,768,2016-06
Goiás,2016-11,Sem informacao,3331,2016-06
Piauí,2016-11,Sem informacao,92,2016-06
Mato Grosso,2016-11,Sem informacao,638,2016-06
Roraima,2016-11,Sem informacao,73,2016-06
Acre,2016-11,Sem informacao,223,2016-06
Mato Grosso do Sul,2016-11,Sem informacao,311,2016-06
Maranhão,2016-11,Sem informacao,214,2016-06
Minas Gerais,2016-11,Sem informacao,3101,2016-06
Minas Gerais,2016-11,1.0,1,2016-06
Santa Catarina,2016-11,Sem informacao,274,2016-06
Paraíba,2016-11,Sem informacao,138,2016-06
Sergipe,2016-11,Sem informacao,152,2016-06
Rio de Janeiro,2016-11,1.0,2,2016-06
Rio de Janeiro,2016-11,4.0,3,2016-06
Rio de Janeiro,2016-11,Sem informacao,1004,2016-06
Tocantins,2016-12,Sem informacao,434,2016-06
Ceará,2016-12,Sem informacao,1997,2016-06
Goiás,2016-12,Sem informacao,4327,2016-06
Maranhão,2016-12,Sem informacao,230,2016-06
Goiás,2016-12,2.0,3,2016-06
Mato Grosso do Sul,2016-12,Sem informacao,460,2016-06
Goiás,2016-12,1.0,3,2016-06
Acre,2016-12,Sem informacao,379,2016-06
Piauí,2016-12,Sem informacao,120,2016-06
Alagoas,2016-12,Sem informacao,162,2016-06
Tocantins,2016-12,1.0,1,2016-06
Amapá,2016-12,Sem informacao,75,2016-06
Paraíba,2016-12,Sem informacao,74,2016-06
Paraná,2016-12,1.0,1,2016-06
Pará,2016-12,Sem informacao,637,2016-06
Rio de Janeiro,2016-12,Sem informacao,1502,2016-06
Rio de Janeiro,2016-12,4.0,7,2016-06
Rio de Janeiro,2016-12,1.0,2,2016-06
Bahia,2016-12,1.0,1,2016-06
Bahia,2016-12,Sem informacao,1408,2016-06
Amazonas,2016-12,Sem informacao,559,2016-06
Mato Grosso,2016-12,1.0,1,2016-06
Pernambuco,2016-12,Sem informacao,713,2016-06
Santa Catarina,2016-12,Sem informacao,367,2016-06
Rio Grande do Norte,2016-12,Sem informacao,310,2016-06
Rio Grande do Sul,2016-12,Sem informacao,298,2016-06
Mato Grosso,2016-12,Sem informacao,954,2016-06
Minas Gerais,2016-12,Sem informacao,4660,2016-06
Espírito Santo,2016-12,Sem informacao,1422,2016-06
Paraná,2016-12,Sem informacao,3076,2016-06
Pernambuco,2016-12,1.0,1,2016-06
Roraima,2016-12,Sem informacao,68,2016-06
Sergipe,2016-12,Sem informacao,207,2016-06
São Paulo,2016-12,Sem informacao,9111,2016-06
São Paulo,2016-12,1.0,1,2016-06
Minas Gerais,2016-12,1.0,1,2016-06
Rondônia,2016-12,1.0,3,2016-06
Rondônia,2016-12,Sem informacao,947,2016-06
Distrito Federal,2016-12,Sem informacao,279,2016-06
Distrito Federal,2016-12,1.0,3,2016-06
Paraná,2017-01,Sem informacao,4382,2017-06
Distrito Federal,2017-01,Sem informacao,407,2017-06
Tocantins,2017-01,Sem informacao,1312,2017-06
Espírito Santo,2017-01,Sem informacao,1984,2017-06
Espírito Santo,2017-01,1.0,2,2017-06
Bahia,2017-01,Sem informacao,3032,2017-06
Paraíba,2017-01,Sem informacao,186,2017-06
Mato Grosso do Sul,2017-01,Sem informacao,880,2017-06
Amazonas,2017-01,Sem informacao,1247,2017-06
Pará,2017-01,Sem informacao,2419,2017-06
Rio Grande do Norte,2017-01,1.0,1,2017-06
Rio Grande do Norte,2017-01,Sem informacao,624,2017-06
Acre,2017-01,Sem informacao,834,2017-06
Ceará,2017-01,1.0,2,2017-06
Ceará,2017-01,Sem informacao,3794,2017-06
Mato Grosso,2017-01,2.0,2,2017-06
Mato Grosso do Sul,2017-01,1.0,9,2017-06
Maranhão,2017-01,Sem informacao,469,2017-06
Pernambuco,2017-01,Sem informacao,1000,2017-06
Amapá,2017-01,Sem informacao,186,2017-06
São Paulo,2017-01,1.0,3,2017-06
Bahia,2017-01,1.0,1,2017-06
Santa Catarina,2017-01,Sem informacao,571,2017-06
Rondônia,2017-01,1.0,1,2017-06
Piauí,2017-01,1.0,1,2017-06
Mato Grosso,2017-01,Sem informacao,1543,2017-06
Roraima,2017-01,Sem informacao,177,2017-06
Piauí,2017-01,Sem informacao,240,2017-06
Rio de Janeiro,2017-01,Sem informacao,2502,2017-06
Rio de Janeiro,2017-01,4.0,26,2017-06
Alagoas,2017-01,Sem informacao,206,2017-06
São Paulo,2017-01,Sem informacao,10182,2017-06
Rio de Janeiro,2017-01,2.0,3,2017-06
Pará,2017-01,1.0,6,2017-06
Sergipe,2017-01,Sem informacao,175,2017-06
Rio Grande do Sul,2017-01,Sem informacao,475,2017-06
Goiás,2017-01,1.0,4,2017-06
Rio Grande do Sul,2017-01,1.0,1,2017-06
Distrito Federal,2017-01,1.0,1,2017-06
Rondônia,2017-01,Sem informacao,1287,2017-06
Minas Gerais,2017-01,1.0,12,2017-06
Goiás,2017-01,Sem informacao,7125,2017-06
Minas Gerais,2017-01,Sem informacao,9950,2017-06
Goiás,2017-01,2.0,6,2017-06
São Paulo,2017-02,2.0,2,2017-06
Espírito Santo,2017-02,Sem informacao,1340,2017-06
Maranhão,2017-02,1.0,1,2017-06
Espírito Santo,2017-02,1.0,1,2017-06
Paraná,2017-02,Sem informacao,3372,2017-06
Paraná,2017-02,2.0,1,2017-06
Mato Grosso,2017-02,1.0,2,2017-06
São Paulo,2017-02,Sem informacao,10728,2017-06
Minas Gerais,2017-02,1.0,2,2017-06
Minas Gerais,2017-02,Sem informacao,9610,2017-06
São Paulo,2017-02,3.0,1,2017-06
Bahia,2017-02,Sem informacao,2212,2017-06
Bahia,2017-02,1.0,2,2017-06
Paraíba,2017-02,Sem informacao,304,2017-06
Rio Grande do Sul,2017-02,Sem informacao,238,2017-06
Mato Grosso,2017-02,Sem informacao,1966,2017-06
Rio Grande do Norte,2017-02,Sem informacao,825,2017-06
Acre,2017-02,Sem informacao,812,2017-06
Rio de Janeiro,2017-02,Sem informacao,2182,2017-06
São Paulo,2017-02,1.0,4,2017-06
Mato Grosso do Sul,2017-02,1.0,11,2017-06
Tocantins,2017-02,Sem informacao,2641,2017-06
Pará,2017-02,1.0,3,2017-06
Pará,2017-02,Sem informacao,3393,2017-06
Goiás,2017-02,Sem informacao,8544,2017-06
Amapá,2017-02,Sem informacao,241,2017-06
Goiás,2017-02,4.0,3,2017-06
Goiás,2017-02,2.0,40,2017-06
Goiás,2017-02,1.0,9,2017-06
Amazonas,2017-02,Sem informacao,1349,2017-06
Amazonas,2017-02,1.0,4,2017-06
Mato Grosso do Sul,2017-02,Sem informacao,860,2017-06
Rondônia,2017-02,Sem informacao,1213,2017-06
Sergipe,2017-02,Sem informacao,112,2017-06
Distrito Federal,2017-02,Sem informacao,469,2017-06
Ceará,2017-02,Sem informacao,7717,2017-06
Santa Catarina,2017-02,Sem informacao,378,2017-06
Alagoas,2017-02,Sem informacao,165,2017-06
Rio de Janeiro,2017-02,2.0,1,2017-06
Rio de Janeiro,2017-02,4.0,2,2017-06
Piauí,2017-02,Sem informacao,319,2017-06
Roraima,2017-02,Sem informacao,288,2017-06
Pernambuco,2017-02,Sem informacao,1142,2017-06
Pernambuco,2017-02,1.0,1,2017-06
Maranhão,2017-02,Sem informacao,1792,2017-06
Rondônia,2017-02,1.0,5,2017-06
Rio Grande do Sul,2017-03,Sem informacao,235,2017-06
Bahia,2017-03,Sem informacao,2169,2017-06
Rondônia,2017-03,1.0,2,2017-06
Rondônia,2017-03,Sem informacao,1446,2017-06
Sergipe,2017-03,Sem informacao,182,2017-06
Rio de Janeiro,2017-03,Sem informacao,2501,2017-06
Amazonas,2017-03,Sem informacao,1240,2017-06
Amazonas,2017-03,1.0,4,2017-06
Mato Grosso,2017-03,1.0,1,2017-06
Mato Grosso,2017-03,Sem informacao,2448,2017-06
Santa Catarina,2017-03,Sem informacao,344,2017-06
Rio Grande do Norte,2017-03,Sem informacao,1404,2017-06
Piauí,2017-03,1.0,2,2017-06
Espírito Santo,2017-03,Sem informacao,2276,2017-06
Piauí,2017-03,Sem informacao,749,2017-06
Pernambuco,2017-03,Sem informacao,1649,2017-06
Espírito Santo,2017-03,1.0,1,2017-06
Pernambuco,2017-03,2.0,1,2017-06
Pará,2017-03,1.0,8,2017-06
Pará,2017-03,Sem informacao,2527,2017-06
Roraima,2017-03,Sem informacao,527,2017-06
Ceará,2017-03,Sem informacao,14684,2017-06
São Paulo,2017-03,Sem informacao,12030,2017-06
Goiás,2017-03,4.0,2,2017-06
Maranhão,2017-03,1.0,3,2017-06
Mato Grosso do Sul,2017-03,1.0,3,2017-06
Acre,2017-03,Sem informacao,646,2017-06
Tocantins,2017-03,1.0,4,2017-06
São Paulo,2017-03,3.0,2,2017-06
Tocantins,2017-03,2.0,1,2017-06
Tocantins,2017-03,Sem informacao,2947,2017-06
Distrito Federal,2017-03,1.0,3,2017-06
Distrito Federal,2017-03,2.0,5,2017-06
Amapá,2017-03,Sem informacao,255,2017-06
Goiás,2017-03,Sem informacao,12702,2017-06
Maranhão,2017-03,Sem informacao,2483,2017-06
Tocantins,2017-03,4.0,2,2017-06
São Paulo,2017-03,2.0,1,2017-06
Mato Grosso do Sul,2017-03,Sem informacao,954,2017-06
Alagoas,2017-03,Sem informacao,310,2017-06
Roraima,2017-03,1.0,1,2017-06
Paraná,2017-03,Sem informacao,3708,2017-06
Paraíba,2017-03,Sem informacao,598,2017-06
Minas Gerais,2017-03,Sem informacao,11253,2017-06
Minas Gerais,2017-03,2.0,1,2017-06
Ceará,2017-03,1.0,1,2017-06
Minas Gerais,2017-03,1.0,6,2017-06
Goiás,2017-03,1.0,6,2017-06
Goiás,2017-03,2.0,14,2017-06
Distrito Federal,2017-03,Sem informacao,911,2017-06
Distrito Federal,2017-04,1.0,2,2017-06
Santa Catarina,2017-04,Sem informacao,261,2017-06
Maranhão,2017-04,1.0,1,2017-06
Maranhão,2017-04,Sem informacao,1269,2017-06
Goiás,2017-04,2.0,29,2017-06
Goiás,2017-04,1.0,4,2017-06
Tocantins,2017-04,Sem informacao,2202,2017-06
Amazonas,2017-04,1.0,4,2017-06
Amazonas,2017-04,Sem informacao,961,2017-06
Pernambuco,2017-04,2.0,1,2017-06
Distrito Federal,2017-04,Sem informacao,920,2017-06
Distrito Federal,2017-04,2.0,10,2017-06
Rio de Janeiro,2017-04,Sem informacao,1835,2017-06
Tocantins,2017-04,1.0,5,2017-06
Pará,2017-04,Sem informacao,1058,2017-06
Alagoas,2017-04,Sem informacao,403,2017-06
Mato Grosso do Sul,2017-04,1.0,1,2017-06
Rondônia,2017-04,Sem informacao,570,2017-06
Mato Grosso do Sul,2017-04,Sem informacao,678,2017-06
Pernambuco,2017-04,Sem informacao,1644,2017-06
Rio de Janeiro,2017-04,4.0,1,2017-06
Paraná,2017-04,Sem informacao,2119,2017-06
Ceará,2017-04,Sem informacao,23061,2017-06
Paraná,2017-04,1.0,1,2017-06
Minas Gerais,2017-04,Sem informacao,7567,2017-06
Roraima,2017-04,Sem informacao,479,2017-06
Rio Grande do Sul,2017-04,1.0,1,2017-06
Rio Grande do Sul,2017-04,Sem informacao,89,2017-06
Bahia,2017-04,Sem informacao,1554,2017-06
Bahia,2017-04,1.0,2,2017-06
Paraíba,2017-04,Sem informacao,377,2017-06
Mato Grosso,2017-04,1.0,1,2017-06
Mato Grosso,2017-04,Sem informacao,1810,2017-06
São Paulo,2017-04,1.0,5,2017-06
São Paulo,2017-04,2.0,3,2017-06
Acre,2017-04,Sem informacao,432,2017-06
Rio Grande do Norte,2017-04,Sem informacao,1180,2017-06
Espírito Santo,2017-04,Sem informacao,1421,2017-06
São Paulo,2017-04,Sem informacao,8051,2017-06
Minas Gerais,2017-04,1.0,1,2017-06
Goiás,2017-04,4.0,3,2017-06
Amapá,2017-04,Sem informacao,107,2017-06
Sergipe,2017-04,Sem informacao,173,2017-06
Piauí,2017-04,Sem informacao,1001,2017-06
Goiás,2017-04,Sem informacao,12416,2017-06
Distrito Federal,2017-05,1.0,1,2017-06
Minas Gerais,2017-05,Sem informacao,6214,2017-06
Distrito Federal,2017-05,2.0,3,2017-06
Distrito Federal,2017-05,Sem informacao,1262,2017-06
Mato Grosso do Sul,2017-05,Sem informacao,551,2017-06
Minas Gerais,2017-05,1.0,6,2017-06
Rondônia,2017-05,1.0,1,2017-06
Piauí,2017-05,1.0,1,2017-06
Piauí,2017-05,Sem informacao,2084,2017-06
Rio Grande do Sul,2017-05,1.0,1,2017-06
Pará,2017-05,Sem informacao,1021,2017-06
Pernambuco,2017-05,Sem informacao,2604,2017-06
Goiás,2017-05,2.0,47,2017-06
Goiás,2017-05,4.0,1,2017-06
Goiás,2017-05,Sem informacao,14570,2017-06
Santa Catarina,2017-05,Sem informacao,194,2017-06
Amapá,2017-05,Sem informacao,156,2017-06
Amazonas,2017-05,1.0,1,2017-06
Amazonas,2017-05,2.0,1,2017-06
Paraná,2017-05,Sem informacao,1610,2017-06
Amazonas,2017-05,Sem informacao,676,2017-06
Mato Grosso,2017-05,Sem informacao,1222,2017-06
Espírito Santo,2017-05,Sem informacao,1203,2017-06
Rondônia,2017-05,Sem informacao,404,2017-06
Rio Grande do Sul,2017-05,Sem informacao,92,2017-06
Goiás,2017-05,1.0,9,2017-06
Pará,2017-05,1.0,2,2017-06
Bahia,2017-05,Sem informacao,1629,2017-06
Ceará,2017-05,Sem informacao,15929,2017-06
Tocantins,2017-05,1.0,2,2017-06
Acre,2017-05,Sem informacao,330,2017-06
Alagoas,2017-05,Sem informacao,585,2017-06
Paraíba,2017-05,Sem informacao,334,2017-06
Bahia,2017-05,4.0,6,2017-06
Maranhão,2017-05,1.0,1,2017-06
Maranhão,2017-05,Sem informacao,1147,2017-06
Ceará,2017-05,1.0,3,2017-06
Tocantins,2017-05,Sem informacao,2460,2017-06
São Paulo,2017-05,Sem informacao,6064,2017-06
São Paulo,2017-05,2.0,2,2017-06
São Paulo,2017-05,1.0,4,2017-06
Sergipe,2017-05,Sem informacao,211,2017-06
Roraima,2017-05,Sem informacao,794,2017-06
Bahia,2017-05,1.0,8,2017-06
Rio de Janeiro,2017-05,Sem informacao,1904,2017-06
Rio de Janeiro,2017-05,4.0,1,2017-06
Bahia,2017-05,2.0,1,2017-06
Rio Grande do Norte,2017-05,Sem informacao,927,2017-06
Pernambuco,2017-06,Sem informacao,2450,2017-06
Pernambuco,2017-06,1.0,5,2017-06
São Paulo,2017-06,2.0,1,2017-06
São Paulo,2017-06,Sem informacao,3945,2017-06
Alagoas,2017-06,Sem informacao,627,2017-06
São Paulo,2017-06,1.0,1,2017-06
Ceará,2017-06,Sem informacao,7329,2017-06
Rondônia,2017-06,Sem informacao,282,2017-06
Rio Grande do Sul,2017-06,Sem informacao,54,2017-06
Bahia,2017-06,1.0,1,2017-06
Bahia,2017-06,2.0,2,2017-06
Bahia,2017-06,Sem informacao,1139,2017-06
Amazonas,2017-06,Sem informacao,447,2017-06
Paraná,2017-06,Sem informacao,944,2017-06
Minas Gerais,2017-06,Sem informacao,3346,2017-06
Tocantins,2017-06,1.0,1,2017-06
Tocantins,2017-06,Sem informacao,1258,2017-06
Amapá,2017-06,Sem informacao,110,2017-06
Goiás,2017-06,Sem informacao,9738,2017-06
Goiás,2017-06,3.0,1,2017-06
Piauí,2017-06,Sem informacao,1710,2017-06
Rio Grande do Norte,2017-06,Sem informacao,796,2017-06
Goiás,2017-06,2.0,8,2017-06
Goiás,2017-06,1.0,3,2017-06
Tocantins,2017-06,2.0,1,2017-06
Sergipe,2017-06,Sem informacao,116,2017-06
Mato Grosso do Sul,2017-06,Sem informacao,386,2017-06
Paraíba,2017-06,Sem informacao,443,2017-06
Santa Catarina,2017-06,Sem informacao,96,2017-06
Rio de Janeiro,2017-06,1.0,1,2017-06
Acre,2017-06,Sem informacao,243,2017-06
Pará,2017-06,1.0,1,2017-06
Roraima,2017-06,Sem informacao,804,2017-06
Distrito Federal,2017-06,1.0,1,2017-06
Distrito Federal,2017-06,2.0,6,2017-06
Distrito Federal,2017-06,Sem informacao,1094,2017-06
Espírito Santo,2017-06,Sem informacao,902,2017-06
Pará,2017-06,Sem informacao,531,2017-06
Mato Grosso,2017-06,Sem informacao,726,2017-06
Rio de Janeiro,2017-06,Sem informacao,1279,2017-06
Maranhão,2017-06,Sem informacao,558,2017-06
Amapá,2017-07,Sem informacao,84,2017-06
Mato Grosso do Sul,2017-07,Sem informacao,226,2017-06
Goiás,2017-07,1.0,1,2017-06
Goiás,2017-07,4.0,1,2017-06
Goiás,2017-07,2.0,4,2017-06
Mato Grosso,2017-07,Sem informacao,414,2017-06
Paraíba,2017-07,Sem informacao,406,2017-06
Goiás,2017-07,Sem informacao,3714,2017-06
Tocantins,2017-07,1.0,2,2017-06
Roraima,2017-07,Sem informacao,825,2017-06
Tocantins,2017-07,Sem informacao,579,2017-06
Minas Gerais,2017-07,1.0,1,2017-06
Piauí,2017-07,Sem informacao,879,2017-06
Paraná,2017-07,1.0,1,2017-06
Paraná,2017-07,Sem informacao,726,2017-06
Amazonas,2017-07,Sem informacao,376,2017-06
Espírito Santo,2017-07,Sem informacao,479,2017-06
Bahia,2017-07,Sem informacao,910,2017-06
Bahia,2017-07,1.0,2,2017-06
Espírito Santo,2017-07,1.0,2,2017-06
Sergipe,2017-07,Sem informacao,78,2017-06
Rio Grande do Sul,2017-07,Sem informacao,44,2017-06
Tocantins,2017-07,2.0,2,2017-06
Minas Gerais,2017-07,Sem informacao,1458,2017-06
São Paulo,2017-07,3.0,1,2017-06
Santa Catarina,2017-07,Sem informacao,89,2017-06
Rondônia,2017-07,Sem informacao,135,2017-06
Rondônia,2017-07,1.0,1,2017-06
Distrito Federal,2017-07,Sem informacao,303,2017-06
Pernambuco,2017-07,Sem informacao,1547,2017-06
Pernambuco,2017-07,1.0,1,2017-06
Maranhão,2017-07,Sem informacao,362,2017-06
Acre,2017-07,Sem informacao,171,2017-06
Piauí,2017-07,1.0,1,2017-06
Alagoas,2017-07,Sem informacao,359,2017-06
Rio de Janeiro,2017-07,Sem informacao,951,2017-06
São Paulo,2017-07,Sem informacao,2497,2017-06
