Região,Período,Sorotipo,Casos,Ano
Centro-oeste,2007-01,1.0,17,2007-06
Sul,2007-01,3.0,6,2007-06
Sul,2007-01,1.0,6,2007-06
Norte,2007-01,2.0,16,2007-06
Nordeste,2007-01,1.0,15,2007-06
Nordeste,2007-01,2.0,2,2007-06
Nordeste,2007-01,3.0,10,2007-06
Sul,2007-01,4.0,1,2007-06
Nordeste,2007-01,4.0,3,2007-06
Sudeste,2007-01,Sem informacao,12941,2007-06
Sudeste,2007-01,4.0,9,2007-06
Sudeste,2007-01,3.0,35,2007-06
Sudeste,2007-01,1.0,12,2007-06
Norte,2007-01,Sem informacao,4894,2007-06
Norte,2007-01,3.0,26,2007-06
Nordeste,2007-01,Sem informacao,7835,2007-06
Sul,2007-01,Sem informacao,1219,2007-06
Norte,2007-01,1.0,20,2007-06
Centro-oeste,2007-01,4.0,3,2007-06
Centro-oeste,2007-01,Sem informacao,22450,2007-06
Centro-oeste,2007-01,2.0,1,2007-06
Centro-oeste,2007-01,3.0,22,2007-06
Norte,2007-02,1.0,33,2007-06
Norte,2007-02,2.0,10,2007-06
Norte,2007-02,3.0,20,2007-06
Norte,2007-02,4.0,2,2007-06
Norte,2007-02,Sem informacao,7994,2007-06
Nordeste,2007-02,Sem informacao,11765,2007-06
Nordeste,2007-02,4.0,4,2007-06
Nordeste,2007-02,2.0,17,2007-06
Nordeste,2007-02,1.0,41,2007-06
Centro-oeste,2007-02,3.0,31,2007-06
Nordeste,2007-02,3.0,5,2007-06
Centro-oeste,2007-02,Sem informacao,32398,2007-06
Centro-oeste,2007-02,1.0,28,2007-06
Centro-oeste,2007-02,2.0,1,2007-06
Sudeste,2007-02,1.0,47,2007-06
Sudeste,2007-02,2.0,1,2007-06
Sul,2007-02,1.0,8,2007-06
Sul,2007-02,3.0,17,2007-06
Sul,2007-02,Sem informacao,3552,2007-06
Centro-oeste,2007-02,4.0,5,2007-06
Sudeste,2007-02,3.0,69,2007-06
Sudeste,2007-02,4.0,7,2007-06
Sudeste,2007-02,Sem informacao,29572,2007-06
Norte,2007-03,2.0,16,2007-06
Norte,2007-03,3.0,69,2007-06
Norte,2007-03,4.0,2,2007-06
Sudeste,2007-03,4.0,33,2007-06
Sudeste,2007-03,1.0,132,2007-06
Sudeste,2007-03,2.0,1,2007-06
Norte,2007-03,Sem informacao,11093,2007-06
Sudeste,2007-03,3.0,153,2007-06
Norte,2007-03,1.0,42,2007-06
Sudeste,2007-03,Sem informacao,71946,2007-06
Centro-oeste,2007-03,4.0,8,2007-06
Nordeste,2007-03,4.0,8,2007-06
Centro-oeste,2007-03,Sem informacao,29142,2007-06
Centro-oeste,2007-03,3.0,94,2007-06
Sul,2007-03,1.0,44,2007-06
Sul,2007-03,Sem informacao,13083,2007-06
Sul,2007-03,3.0,18,2007-06
Sul,2007-03,4.0,1,2007-06
Centro-oeste,2007-03,2.0,1,2007-06
Centro-oeste,2007-03,1.0,88,2007-06
Nordeste,2007-03,1.0,105,2007-06
Nordeste,2007-03,Sem informacao,20999,2007-06
Nordeste,2007-03,2.0,11,2007-06
Nordeste,2007-03,3.0,6,2007-06
Centro-oeste,2007-04,4.0,2,2007-06
Centro-oeste,2007-04,1.0,41,2007-06
Centro-oeste,2007-04,3.0,11,2007-06
Sudeste,2007-04,3.0,97,2007-06
Nordeste,2007-04,1.0,88,2007-06
Nordeste,2007-04,2.0,6,2007-06
Nordeste,2007-04,3.0,6,2007-06
Nordeste,2007-04,4.0,7,2007-06
Nordeste,2007-04,Sem informacao,27242,2007-06
Sul,2007-04,1.0,21,2007-06
Sul,2007-04,4.0,3,2007-06
Sul,2007-04,Sem informacao,17035,2007-06
Sudeste,2007-04,1.0,114,2007-06
Sudeste,2007-04,2.0,6,2007-06
Sudeste,2007-04,4.0,43,2007-06
Sul,2007-04,3.0,14,2007-06
Centro-oeste,2007-04,Sem informacao,13630,2007-06
Sudeste,2007-04,Sem informacao,81829,2007-06
Norte,2007-04,2.0,14,2007-06
Norte,2007-04,3.0,14,2007-06
Norte,2007-04,4.0,1,2007-06
Norte,2007-04,1.0,25,2007-06
Norte,2007-04,Sem informacao,8535,2007-06
Norte,2007-05,1.0,14,2007-06
Norte,2007-05,2.0,3,2007-06
Norte,2007-05,3.0,11,2007-06
Norte,2007-05,4.0,1,2007-06
Sudeste,2007-05,1.0,68,2007-06
Sudeste,2007-05,2.0,5,2007-06
Sudeste,2007-05,3.0,76,2007-06
Sudeste,2007-05,4.0,15,2007-06
Sudeste,2007-05,Sem informacao,53560,2007-06
Sul,2007-05,Sem informacao,9134,2007-06
Sul,2007-05,4.0,2,2007-06
Sul,2007-05,1.0,7,2007-06
Sul,2007-05,3.0,2,2007-06
Nordeste,2007-05,3.0,14,2007-06
Centro-oeste,2007-05,1.0,33,2007-06
Centro-oeste,2007-05,3.0,5,2007-06
Centro-oeste,2007-05,4.0,2,2007-06
Centro-oeste,2007-05,Sem informacao,6310,2007-06
Nordeste,2007-05,1.0,198,2007-06
Nordeste,2007-05,2.0,15,2007-06
Nordeste,2007-05,4.0,13,2007-06
Norte,2007-05,Sem informacao,5333,2007-06
Nordeste,2007-05,Sem informacao,29823,2007-06
Sudeste,2007-06,2.0,3,2007-06
Norte,2007-06,1.0,13,2007-06
Nordeste,2007-06,3.0,10,2007-06
Nordeste,2007-06,2.0,112,2007-06
Nordeste,2007-06,1.0,145,2007-06
Centro-oeste,2007-06,1.0,25,2007-06
Centro-oeste,2007-06,3.0,1,2007-06
Centro-oeste,2007-06,4.0,4,2007-06
Centro-oeste,2007-06,Sem informacao,2542,2007-06
Sudeste,2007-06,Sem informacao,15102,2007-06
Sul,2007-06,Sem informacao,1947,2007-06
Nordeste,2007-06,4.0,4,2007-06
Sudeste,2007-06,4.0,4,2007-06
Sudeste,2007-06,1.0,15,2007-06
Sudeste,2007-06,3.0,6,2007-06
Nordeste,2007-06,Sem informacao,22611,2007-06
Norte,2007-06,2.0,9,2007-06
Norte,2007-06,3.0,5,2007-06
Norte,2007-06,Sem informacao,2956,2007-06
Centro-oeste,2007-07,Sem informacao,1523,2007-06
Sudeste,2007-07,Sem informacao,8264,2007-06
Sudeste,2007-07,1.0,11,2007-06
Centro-oeste,2007-07,4.0,3,2007-06
Sul,2007-07,Sem informacao,1003,2007-06
Nordeste,2007-07,1.0,51,2007-06
Nordeste,2007-07,2.0,20,2007-06
Sudeste,2007-07,3.0,8,2007-06
Nordeste,2007-07,4.0,3,2007-06
Centro-oeste,2007-07,3.0,1,2007-06
Nordeste,2007-07,3.0,6,2007-06
Nordeste,2007-07,Sem informacao,16804,2007-06
Norte,2007-07,1.0,7,2007-06
Centro-oeste,2007-07,1.0,9,2007-06
Norte,2007-07,2.0,7,2007-06
Sudeste,2007-07,2.0,2,2007-06
Norte,2007-07,Sem informacao,2145,2007-06
Norte,2007-07,3.0,9,2007-06
Norte,2007-08,Sem informacao,1859,2007-06
Norte,2007-08,4.0,1,2007-06
Centro-oeste,2007-08,Sem informacao,982,2007-06
Centro-oeste,2007-08,1.0,5,2007-06
Nordeste,2007-08,3.0,6,2007-06
Nordeste,2007-08,1.0,25,2007-06
Norte,2007-08,3.0,4,2007-06
Nordeste,2007-08,Sem informacao,11616,2007-06
Nordeste,2007-08,4.0,1,2007-06
Centro-oeste,2007-08,3.0,1,2007-06
Sul,2007-08,Sem informacao,745,2007-06
Sudeste,2007-08,2.0,2,2007-06
Norte,2007-08,1.0,8,2007-06
Norte,2007-08,2.0,6,2007-06
Sudeste,2007-08,1.0,1,2007-06
Nordeste,2007-08,2.0,9,2007-06
Sudeste,2007-08,3.0,4,2007-06
Sudeste,2007-08,4.0,2,2007-06
Sudeste,2007-08,Sem informacao,4237,2007-06
Sudeste,2007-09,2.0,1,2007-06
Sul,2007-09,4.0,2,2007-06
Sul,2007-09,Sem informacao,715,2007-06
Nordeste,2007-09,1.0,14,2007-06
Nordeste,2007-09,2.0,7,2007-06
Nordeste,2007-09,4.0,2,2007-06
Nordeste,2007-09,Sem informacao,6718,2007-06
Sudeste,2007-09,Sem informacao,3458,2007-06
Sudeste,2007-09,1.0,17,2007-06
Norte,2007-09,Sem informacao,1843,2007-06
Norte,2007-09,2.0,11,2007-06
Centro-oeste,2007-09,1.0,3,2007-06
Centro-oeste,2007-09,4.0,1,2007-06
Centro-oeste,2007-09,Sem informacao,656,2007-06
Norte,2007-09,3.0,4,2007-06
Sudeste,2007-09,3.0,3,2007-06
Sudeste,2007-09,4.0,1,2007-06
Norte,2007-09,1.0,19,2007-06
Sudeste,2007-10,3.0,2,2007-06
Sudeste,2007-10,4.0,4,2007-06
Sudeste,2007-10,Sem informacao,6425,2007-06
Norte,2007-10,4.0,1,2007-06
Centro-oeste,2007-10,Sem informacao,1489,2007-06
Centro-oeste,2007-10,4.0,1,2007-06
Centro-oeste,2007-10,3.0,1,2007-06
Centro-oeste,2007-10,1.0,5,2007-06
Norte,2007-10,1.0,26,2007-06
Sudeste,2007-10,1.0,25,2007-06
Norte,2007-10,2.0,8,2007-06
Norte,2007-10,3.0,3,2007-06
Nordeste,2007-10,2.0,4,2007-06
Nordeste,2007-10,3.0,2,2007-06
Nordeste,2007-10,4.0,1,2007-06
Nordeste,2007-10,Sem informacao,6890,2007-06
Sul,2007-10,4.0,1,2007-06
Sul,2007-10,Sem informacao,1221,2007-06
Norte,2007-10,Sem informacao,3106,2007-06
Nordeste,2007-10,1.0,13,2007-06
Centro-oeste,2007-11,1.0,11,2007-06
Norte,2007-11,1.0,26,2007-06
Norte,2007-11,2.0,13,2007-06
Norte,2007-11,3.0,7,2007-06
Norte,2007-11,Sem informacao,5247,2007-06
Sudeste,2007-11,3.0,6,2007-06
Sudeste,2007-11,2.0,5,2007-06
Centro-oeste,2007-11,2.0,1,2007-06
Sudeste,2007-11,Sem informacao,8954,2007-06
Sul,2007-11,Sem informacao,1856,2007-06
Sudeste,2007-11,1.0,10,2007-06
Centro-oeste,2007-11,3.0,4,2007-06
Nordeste,2007-11,3.0,4,2007-06
Nordeste,2007-11,1.0,6,2007-06
Nordeste,2007-11,2.0,1,2007-06
Nordeste,2007-11,4.0,1,2007-06
Nordeste,2007-11,Sem informacao,6117,2007-06
Centro-oeste,2007-11,Sem informacao,2576,2007-06
Centro-oeste,2007-12,1.0,18,2007-06
Nordeste,2007-12,Sem informacao,6069,2007-06
Nordeste,2007-12,3.0,2,2007-06
Nordeste,2007-12,1.0,15,2007-06
Sudeste,2007-12,1.0,12,2007-06
Sudeste,2007-12,4.0,1,2007-06
Sudeste,2007-12,3.0,5,2007-06
Sudeste,2007-12,Sem informacao,10508,2007-06
Sul,2007-12,Sem informacao,1936,2007-06
Sul,2007-12,4.0,1,2007-06
Sul,2007-12,3.0,1,2007-06
Sudeste,2007-12,2.0,2,2007-06
Norte,2007-12,3.0,8,2007-06
Norte,2007-12,Sem informacao,7084,2007-06
Norte,2007-12,1.0,15,2007-06
Centro-oeste,2007-12,2.0,1,2007-06
Norte,2007-12,2.0,8,2007-06
Centro-oeste,2007-12,3.0,7,2007-06
Centro-oeste,2007-12,4.0,1,2007-06
Centro-oeste,2007-12,Sem informacao,3255,2007-06
Sudeste,2009-01,2.0,1,2009-06
Sul,2009-01,Sem informacao,1247,2009-06
Sudeste,2009-01,Sem informacao,14282,2009-06
Norte,2009-01,Sem informacao,8890,2009-06
Sudeste,2009-01,1.0,13,2009-06
Norte,2009-01,1.0,9,2009-06
Centro-oeste,2009-01,1.0,4,2009-06
Centro-oeste,2009-01,2.0,2,2009-06
Centro-oeste,2009-01,3.0,1,2009-06
Norte,2009-01,2.0,4,2009-06
Centro-oeste,2009-01,Sem informacao,4388,2009-06
Nordeste,2009-01,3.0,1,2009-06
Nordeste,2009-01,2.0,8,2009-06
Nordeste,2009-01,Sem informacao,10101,2009-06
Nordeste,2009-01,4.0,3,2009-06
Nordeste,2009-01,1.0,6,2009-06
Norte,2009-01,4.0,1,2009-06
Sul,2009-02,Sem informacao,1515,2009-06
Norte,2009-02,Sem informacao,13332,2009-06
Nordeste,2009-02,2.0,12,2009-06
Norte,2009-02,4.0,1,2009-06
Nordeste,2009-02,1.0,12,2009-06
Nordeste,2009-02,4.0,4,2009-06
Sudeste,2009-02,Sem informacao,24289,2009-06
Norte,2009-02,1.0,23,2009-06
Sudeste,2009-02,3.0,7,2009-06
Sudeste,2009-02,2.0,11,2009-06
Sudeste,2009-02,1.0,13,2009-06
Nordeste,2009-02,Sem informacao,22955,2009-06
Centro-oeste,2009-02,3.0,8,2009-06
Centro-oeste,2009-02,2.0,7,2009-06
Centro-oeste,2009-02,1.0,32,2009-06
Norte,2009-02,2.0,8,2009-06
Sudeste,2009-02,4.0,1,2009-06
Centro-oeste,2009-02,Sem informacao,7328,2009-06
Sul,2009-03,1.0,2,2009-06
Sul,2009-03,Sem informacao,2691,2009-06
Nordeste,2009-03,2.0,40,2009-06
Nordeste,2009-03,3.0,6,2009-06
Norte,2009-03,2.0,11,2009-06
Norte,2009-03,1.0,30,2009-06
Centro-oeste,2009-03,Sem informacao,15992,2009-06
Centro-oeste,2009-03,4.0,2,2009-06
Nordeste,2009-03,Sem informacao,54103,2009-06
Nordeste,2009-03,4.0,5,2009-06
Norte,2009-03,Sem informacao,15302,2009-06
Norte,2009-03,3.0,1,2009-06
Centro-oeste,2009-03,3.0,9,2009-06
Sudeste,2009-03,1.0,111,2009-06
Sudeste,2009-03,2.0,24,2009-06
Sudeste,2009-03,3.0,33,2009-06
Sudeste,2009-03,4.0,4,2009-06
Sudeste,2009-03,Sem informacao,45172,2009-06
Centro-oeste,2009-03,2.0,6,2009-06
Centro-oeste,2009-03,1.0,19,2009-06
Nordeste,2009-03,1.0,40,2009-06
Norte,2009-03,4.0,1,2009-06
Sudeste,2009-04,3.0,79,2009-06
Norte,2009-04,1.0,16,2009-06
Nordeste,2009-04,4.0,5,2009-06
Norte,2009-04,4.0,2,2009-06
Norte,2009-04,Sem informacao,7692,2009-06
Nordeste,2009-04,Sem informacao,38766,2009-06
Sudeste,2009-04,Sem informacao,39558,2009-06
Nordeste,2009-04,3.0,1,2009-06
Nordeste,2009-04,2.0,24,2009-06
Nordeste,2009-04,1.0,46,2009-06
Sul,2009-04,4.0,1,2009-06
Sudeste,2009-04,1.0,120,2009-06
Sudeste,2009-04,2.0,6,2009-06
Norte,2009-04,2.0,2,2009-06
Sul,2009-04,Sem informacao,1773,2009-06
Sudeste,2009-04,4.0,3,2009-06
Centro-oeste,2009-04,1.0,60,2009-06
Centro-oeste,2009-04,2.0,16,2009-06
Centro-oeste,2009-04,3.0,13,2009-06
Centro-oeste,2009-04,4.0,1,2009-06
Centro-oeste,2009-04,Sem informacao,21536,2009-06
Nordeste,2009-05,2.0,12,2009-06
Sudeste,2009-05,4.0,3,2009-06
Sudeste,2009-05,3.0,57,2009-06
Sudeste,2009-05,2.0,9,2009-06
Sudeste,2009-05,1.0,85,2009-06
Nordeste,2009-05,1.0,28,2009-06
Sul,2009-05,Sem informacao,776,2009-06
Nordeste,2009-05,3.0,1,2009-06
Nordeste,2009-05,Sem informacao,19589,2009-06
Norte,2009-05,1.0,11,2009-06
Sudeste,2009-05,Sem informacao,29142,2009-06
Norte,2009-05,2.0,3,2009-06
Norte,2009-05,Sem informacao,4919,2009-06
Centro-oeste,2009-05,1.0,74,2009-06
Centro-oeste,2009-05,2.0,15,2009-06
Centro-oeste,2009-05,3.0,10,2009-06
Centro-oeste,2009-05,Sem informacao,18059,2009-06
Norte,2009-05,4.0,4,2009-06
Sul,2009-05,1.0,1,2009-06
Norte,2009-06,1.0,9,2009-06
Sul,2009-06,Sem informacao,345,2009-06
Norte,2009-06,4.0,1,2009-06
Norte,2009-06,Sem informacao,3121,2009-06
Sudeste,2009-06,1.0,25,2009-06
Sudeste,2009-06,2.0,2,2009-06
Sudeste,2009-06,4.0,1,2009-06
Sudeste,2009-06,Sem informacao,12547,2009-06
Sul,2009-06,1.0,1,2009-06
Norte,2009-06,2.0,1,2009-06
Sudeste,2009-06,3.0,16,2009-06
Nordeste,2009-06,1.0,13,2009-06
Nordeste,2009-06,2.0,7,2009-06
Centro-oeste,2009-06,1.0,32,2009-06
Nordeste,2009-06,3.0,1,2009-06
Nordeste,2009-06,4.0,1,2009-06
Nordeste,2009-06,Sem informacao,9871,2009-06
Centro-oeste,2009-06,2.0,2,2009-06
Centro-oeste,2009-06,3.0,1,2009-06
Centro-oeste,2009-06,4.0,2,2009-06
Centro-oeste,2009-06,Sem informacao,7763,2009-06
Sudeste,2009-07,1.0,11,2009-06
Nordeste,2009-07,3.0,1,2009-06
Nordeste,2009-07,4.0,2,2009-06
Norte,2009-07,Sem informacao,2311,2009-06
Nordeste,2009-07,1.0,15,2009-06
Sul,2009-07,Sem informacao,330,2009-06
Nordeste,2009-07,Sem informacao,5967,2009-06
Sudeste,2009-07,2.0,2,2009-06
Norte,2009-07,2.0,1,2009-06
Norte,2009-07,1.0,5,2009-06
Centro-oeste,2009-07,Sem informacao,4816,2009-06
Centro-oeste,2009-07,4.0,1,2009-06
Centro-oeste,2009-07,1.0,10,2009-06
Sudeste,2009-07,3.0,3,2009-06
Sudeste,2009-07,Sem informacao,6212,2009-06
Centro-oeste,2009-08,Sem informacao,4231,2009-06
Centro-oeste,2009-08,2.0,2,2009-06
Norte,2009-08,Sem informacao,1987,2009-06
Norte,2009-08,2.0,1,2009-06
Norte,2009-08,1.0,8,2009-06
Centro-oeste,2009-08,1.0,8,2009-06
Sudeste,2009-08,1.0,1,2009-06
Sudeste,2009-08,Sem informacao,2670,2009-06
Nordeste,2009-08,1.0,6,2009-06
Nordeste,2009-08,4.0,2,2009-06
Sul,2009-08,4.0,1,2009-06
Sul,2009-08,Sem informacao,323,2009-06
Nordeste,2009-08,Sem informacao,4248,2009-06
Nordeste,2009-09,1.0,6,2009-06
Nordeste,2009-09,Sem informacao,2744,2009-06
Centro-oeste,2009-09,1.0,13,2009-06
Centro-oeste,2009-09,2.0,1,2009-06
Centro-oeste,2009-09,Sem informacao,3662,2009-06
Nordeste,2009-09,4.0,1,2009-06
Nordeste,2009-09,2.0,1,2009-06
Sul,2009-09,Sem informacao,295,2009-06
Sudeste,2009-09,1.0,5,2009-06
Sudeste,2009-09,2.0,2,2009-06
Sudeste,2009-09,Sem informacao,1796,2009-06
Norte,2009-09,1.0,4,2009-06
Norte,2009-09,Sem informacao,1674,2009-06
Sul,2009-09,4.0,1,2009-06
Sudeste,2009-10,1.0,5,2009-06
Sudeste,2009-10,2.0,1,2009-06
Nordeste,2009-10,Sem informacao,2279,2009-06
Sudeste,2009-10,Sem informacao,1832,2009-06
Norte,2009-10,Sem informacao,2605,2009-06
Centro-oeste,2009-10,1.0,31,2009-06
Centro-oeste,2009-10,2.0,8,2009-06
Centro-oeste,2009-10,4.0,1,2009-06
Centro-oeste,2009-10,Sem informacao,5501,2009-06
Nordeste,2009-10,1.0,2,2009-06
Sul,2009-10,Sem informacao,343,2009-06
Norte,2009-10,2.0,1,2009-06
Norte,2009-10,1.0,17,2009-06
Sudeste,2009-11,3.0,1,2009-06
Sudeste,2009-11,Sem informacao,4085,2009-06
Sudeste,2009-11,4.0,1,2009-06
Sudeste,2009-11,1.0,25,2009-06
Sudeste,2009-11,2.0,5,2009-06
Norte,2009-11,1.0,53,2009-06
Nordeste,2009-11,2.0,2,2009-06
Sul,2009-11,4.0,1,2009-06
Sul,2009-11,2.0,1,2009-06
Norte,2009-11,2.0,1,2009-06
Norte,2009-11,Sem informacao,6938,2009-06
Sul,2009-11,Sem informacao,728,2009-06
Centro-oeste,2009-11,4.0,6,2009-06
Centro-oeste,2009-11,3.0,2,2009-06
Centro-oeste,2009-11,2.0,10,2009-06
Centro-oeste,2009-11,Sem informacao,15371,2009-06
Nordeste,2009-11,Sem informacao,3061,2009-06
Nordeste,2009-11,4.0,2,2009-06
Centro-oeste,2009-11,1.0,94,2009-06
Nordeste,2009-11,1.0,6,2009-06
Sudeste,2009-12,1.0,105,2009-06
Sudeste,2009-12,2.0,26,2009-06
Sudeste,2009-12,3.0,2,2009-06
Centro-oeste,2009-12,1.0,204,2009-06
Centro-oeste,2009-12,2.0,28,2009-06
Centro-oeste,2009-12,3.0,4,2009-06
Centro-oeste,2009-12,4.0,6,2009-06
Centro-oeste,2009-12,Sem informacao,27732,2009-06
Sudeste,2009-12,4.0,2,2009-06
Sudeste,2009-12,Sem informacao,9630,2009-06
Sul,2009-12,Sem informacao,1003,2009-06
Sul,2009-12,2.0,1,2009-06
Nordeste,2009-12,1.0,9,2009-06
Nordeste,2009-12,2.0,10,2009-06
Norte,2009-12,1.0,161,2009-06
Norte,2009-12,2.0,2,2009-06
Norte,2009-12,4.0,3,2009-06
Norte,2009-12,Sem informacao,13114,2009-06
Nordeste,2009-12,Sem informacao,3813,2009-06
Sul,2009-12,1.0,1,2009-06
Sudeste,2010-01,4.0,1,2010-06
Sudeste,2010-01,3.0,8,2010-06
Sudeste,2010-01,2.0,33,2010-06
Sudeste,2010-01,1.0,140,2010-06
Nordeste,2010-01,1.0,17,2010-06
Nordeste,2010-01,3.0,1,2010-06
Nordeste,2010-01,4.0,4,2010-06
Norte,2010-01,4.0,8,2010-06
Norte,2010-01,Sem informacao,19338,2010-06
Norte,2010-01,2.0,19,2010-06
Norte,2010-01,1.0,119,2010-06
Centro-oeste,2010-01,1.0,319,2010-06
Centro-oeste,2010-01,2.0,24,2010-06
Centro-oeste,2010-01,3.0,8,2010-06
Centro-oeste,2010-01,4.0,4,2010-06
Centro-oeste,2010-01,Sem informacao,56831,2010-06
Nordeste,2010-01,Sem informacao,6434,2010-06
Sudeste,2010-01,Sem informacao,34588,2010-06
Nordeste,2010-01,2.0,15,2010-06
Sul,2010-01,2.0,5,2010-06
Sul,2010-01,Sem informacao,1909,2010-06
Sul,2010-01,1.0,5,2010-06
Nordeste,2010-02,1.0,24,2010-06
Sul,2010-02,Sem informacao,6531,2010-06
Nordeste,2010-02,3.0,1,2010-06
Nordeste,2010-02,4.0,3,2010-06
Centro-oeste,2010-02,1.0,268,2010-06
Sul,2010-02,2.0,28,2010-06
Sul,2010-02,1.0,26,2010-06
Nordeste,2010-02,Sem informacao,11073,2010-06
Norte,2010-02,1.0,219,2010-06
Norte,2010-02,2.0,6,2010-06
Norte,2010-02,4.0,6,2010-06
Norte,2010-02,Sem informacao,21452,2010-06
Centro-oeste,2010-02,4.0,5,2010-06
Centro-oeste,2010-02,3.0,6,2010-06
Centro-oeste,2010-02,2.0,25,2010-06
Centro-oeste,2010-02,Sem informacao,61673,2010-06
Sudeste,2010-02,1.0,265,2010-06
Sudeste,2010-02,2.0,47,2010-06
Sudeste,2010-02,3.0,4,2010-06
Sudeste,2010-02,4.0,4,2010-06
Sudeste,2010-02,Sem informacao,81763,2010-06
Nordeste,2010-02,2.0,17,2010-06
Sul,2010-02,4.0,5,2010-06
Nordeste,2010-03,Sem informacao,27549,2010-06
Nordeste,2010-03,4.0,11,2010-06
Sudeste,2010-03,Sem informacao,161827,2010-06
Nordeste,2010-03,3.0,4,2010-06
Nordeste,2010-03,2.0,48,2010-06
Centro-oeste,2010-03,4.0,3,2010-06
Sudeste,2010-03,4.0,10,2010-06
Sudeste,2010-03,3.0,12,2010-06
Centro-oeste,2010-03,Sem informacao,59677,2010-06
Centro-oeste,2010-03,3.0,1,2010-06
Centro-oeste,2010-03,2.0,13,2010-06
Centro-oeste,2010-03,1.0,276,2010-06
Nordeste,2010-03,1.0,77,2010-06
Sul,2010-03,Sem informacao,21084,2010-06
Sudeste,2010-03,2.0,72,2010-06
Norte,2010-03,2.0,16,2010-06
Sudeste,2010-03,1.0,568,2010-06
Sul,2010-03,1.0,68,2010-06
Sul,2010-03,2.0,13,2010-06
Sul,2010-03,4.0,10,2010-06
Norte,2010-03,Sem informacao,19363,2010-06
Norte,2010-03,4.0,3,2010-06
Norte,2010-03,3.0,2,2010-06
Norte,2010-03,1.0,271,2010-06
Centro-oeste,2010-04,3.0,3,2010-06
Centro-oeste,2010-04,2.0,10,2010-06
Sul,2010-04,1.0,57,2010-06
Centro-oeste,2010-04,4.0,3,2010-06
Norte,2010-04,1.0,59,2010-06
Norte,2010-04,2.0,12,2010-06
Norte,2010-04,4.0,1,2010-06
Norte,2010-04,Sem informacao,11705,2010-06
Centro-oeste,2010-04,1.0,172,2010-06
Centro-oeste,2010-04,Sem informacao,34142,2010-06
Sul,2010-04,4.0,6,2010-06
Sudeste,2010-04,4.0,4,2010-06
Sul,2010-04,Sem informacao,20672,2010-06
Nordeste,2010-04,Sem informacao,31378,2010-06
Sudeste,2010-04,1.0,448,2010-06
Sudeste,2010-04,2.0,43,2010-06
Sudeste,2010-04,Sem informacao,154277,2010-06
Sudeste,2010-04,3.0,1,2010-06
Nordeste,2010-04,4.0,3,2010-06
Nordeste,2010-04,2.0,25,2010-06
Sul,2010-04,2.0,1,2010-06
Nordeste,2010-04,1.0,77,2010-06
Sudeste,2010-05,3.0,13,2010-06
Sudeste,2010-05,Sem informacao,112987,2010-06
Sudeste,2010-05,4.0,7,2010-06
Sudeste,2010-05,1.0,201,2010-06
Norte,2010-05,Sem informacao,9093,2010-06
Norte,2010-05,4.0,1,2010-06
Norte,2010-05,1.0,56,2010-06
Sudeste,2010-05,2.0,27,2010-06
Norte,2010-05,2.0,26,2010-06
Centro-oeste,2010-05,2.0,2,2010-06
Sul,2010-05,1.0,31,2010-06
Sul,2010-05,2.0,2,2010-06
Sul,2010-05,Sem informacao,10346,2010-06
Centro-oeste,2010-05,Sem informacao,21340,2010-06
Nordeste,2010-05,Sem informacao,40641,2010-06
Centro-oeste,2010-05,1.0,175,2010-06
Nordeste,2010-05,1.0,182,2010-06
Nordeste,2010-05,2.0,48,2010-06
Nordeste,2010-05,3.0,2,2010-06
Nordeste,2010-05,4.0,15,2010-06
Sudeste,2010-06,3.0,2,2010-06
Sudeste,2010-06,2.0,10,2010-06
Sudeste,2010-06,1.0,36,2010-06
Centro-oeste,2010-06,Sem informacao,6915,2010-06
Centro-oeste,2010-06,2.0,2,2010-06
Centro-oeste,2010-06,1.0,50,2010-06
Sudeste,2010-06,4.0,5,2010-06
Centro-oeste,2010-06,4.0,1,2010-06
Sudeste,2010-06,Sem informacao,33426,2010-06
Norte,2010-06,2.0,21,2010-06
Norte,2010-06,4.0,4,2010-06
Sul,2010-06,2.0,1,2010-06
Sul,2010-06,Sem informacao,2083,2010-06
Nordeste,2010-06,Sem informacao,34378,2010-06
Nordeste,2010-06,4.0,17,2010-06
Nordeste,2010-06,2.0,56,2010-06
Nordeste,2010-06,1.0,159,2010-06
Norte,2010-06,1.0,34,2010-06
Sul,2010-06,1.0,7,2010-06
Norte,2010-06,Sem informacao,7906,2010-06
Sul,2010-07,1.0,3,2010-06
Sul,2010-07,4.0,1,2010-06
Centro-oeste,2010-07,1.0,19,2010-06
Centro-oeste,2010-07,2.0,1,2010-06
Sul,2010-07,Sem informacao,1302,2010-06
Centro-oeste,2010-07,Sem informacao,3273,2010-06
Nordeste,2010-07,1.0,140,2010-06
Nordeste,2010-07,2.0,25,2010-06
Nordeste,2010-07,3.0,4,2010-06
Nordeste,2010-07,4.0,17,2010-06
Nordeste,2010-07,Sem informacao,28332,2010-06
Centro-oeste,2010-07,3.0,2,2010-06
Sudeste,2010-07,2.0,13,2010-06
Sudeste,2010-07,1.0,63,2010-06
Norte,2010-07,1.0,40,2010-06
Norte,2010-07,2.0,8,2010-06
Norte,2010-07,3.0,1,2010-06
Norte,2010-07,4.0,4,2010-06
Norte,2010-07,Sem informacao,5916,2010-06
Sudeste,2010-07,3.0,1,2010-06
Sudeste,2010-07,Sem informacao,16085,2010-06
Centro-oeste,2010-08,1.0,9,2010-06
Sudeste,2010-08,Sem informacao,11945,2010-06
